name,KO,genome,sign,protein,E-value
nifB,K02585,GCF_000021825.1,*,WP_015954157.1,9.60E-211
nifB,K02585,GCF_000021865.1,*,WP_013066310.1,1.90E-196
nifK,K02591,GCF_000021865.1,*,WP_013066314.1,2.50E-186
nifD,K02586,GCF_000021865.1,*,WP_013066315.1,6.80E-210
nifH,K02588,GCF_000021865.1,*,WP_013066316.1,9.00E-147
nifH,K02588,GCF_000021865.1,*,WP_013066329.1,3.60E-140
nifD,K02586,GCF_000021865.1,*,WP_013066330.1,1.90E-173
anfG,K00531,GCF_000021865.1,*,WP_013066331.1,3.00E-55
nifK,K02591,GCF_000021865.1,*,WP_013066332.1,3.20E-149
nifH,K02588,GCF_000021865.1,*,WP_013067945.1,2.70E-129
nifN,K02592,GCF_000021865.1,*,WP_013068975.1,7.40E-178
nifE,K02587,GCF_000021865.1,*,WP_013068976.1,1.30E-246
nifH,K02588,GCF_000021905.1,*,WP_012609869.1,1.00E-161
nifB,K02585,GCF_000021905.1,*,WP_012610648.1,2.70E-160
nifN,K02592,GCF_000021905.1,*,WP_012610649.1,1.10E-172
nifE,K02587,GCF_000021905.1,*,WP_012610650.1,4.70E-178
nifK,K02591,GCF_000021905.1,*,WP_012610651.1,1.10E-169
nifD,K02586,GCF_000021905.1,*,WP_012610652.1,4.20E-197
nifH,K02588,GCF_000021905.1,*,WP_012610655.1,3.10E-147
nifH,K02588,GCF_000021925.1,*,WP_005813529.1,3.90E-148
nifK,K02591,GCF_000021925.1,*,WP_005813533.1,9.90E-171
nifD,K02586,GCF_000021925.1,*,WP_015943168.1,6.70E-206
nifE,K02587,GCF_000021925.1,*,WP_015943170.1,1.70E-193
nifN,K02592,GCF_000021925.1,*,WP_015943171.1,5.90E-153
nifB,K02585,GCF_000021925.1,*,WP_015943173.1,3.30E-135
nifH,K02588,GCF_000021925.1,*,WP_015943375.1,3.40E-134
nifH,K02588,GCF_000021925.1,*,WP_015943498.1,5.10E-125
nifH,K02588,GCF_000021925.1,*,WP_015943673.1,6.40E-129
nifB,K02585,GCF_000021925.1,*,WP_035249196.1,8.20E-119
nifH,K02588,GCF_000021965.1,*,WP_012616808.1,2.50E-133
nifH,K02588,GCF_000021965.1,*,WP_012616940.1,9.10E-140
nifB,K02585,GCF_000021965.1,*,WP_012617001.1,5.20E-143
nifN,K02592,GCF_000021965.1,*,WP_012617247.1,4.30E-162
nifE,K02587,GCF_000021965.1,*,WP_012617248.1,2.10E-171
nifK,K02591,GCF_000021965.1,*,WP_012617249.1,4.10E-172
nifD,K02586,GCF_000021965.1,*,WP_012617250.1,2.70E-201
nifH,K02588,GCF_000021965.1,*,WP_012617253.1,5.90E-147
nifB,K02585,GCF_000022065.1,*,WP_015925078.1,6.40E-80
nifH,K02588,GCF_000022065.1,*,WP_041706957.1,1.40E-133
nifN,K02592,GCF_000022085.1,*,WP_015930529.1,1.70E-182
nifE,K02587,GCF_000022085.1,*,WP_015930530.1,3.90E-235
nifK,K02591,GCF_000022085.1,*,WP_015930531.1,9.50E-189
nifD,K02586,GCF_000022085.1,*,WP_015930532.1,9.30E-210
nifH,K02588,GCF_000022085.1,*,WP_015930533.1,2.60E-146
nifB,K02585,GCF_000022085.1,*,WP_015930540.1,2.00E-204
nifB,K02585,GCF_000022265.1,*,WP_012647538.1,5.90E-130
nifH,K02588,GCF_000022265.1,*,WP_012647540.1,6.60E-136
nifH,K02588,GCF_000022265.1,*,WP_012647654.1,2.20E-150
nifD,K02586,GCF_000022265.1,*,WP_012647655.1,1.10E-202
nifK,K02591,GCF_000022265.1,*,WP_012647657.1,7.90E-177
nifE,K02587,GCF_000022265.1,*,WP_012647661.1,3.80E-261
nifN,K02592,GCF_000022265.1,*,WP_012647661.1,5.20E-172
nifB,K02585,GCF_000022265.1,*,WP_012647670.1,3.00E-130
nifB,K02585,GCF_000023065.1,*,WP_012728832.1,1.30E-189
nifH,K02588,GCF_000023065.1,*,WP_012728878.1,6.70E-149
nifD,K02586,GCF_000023065.1,*,WP_012728879.1,4.50E-209
nifK,K02591,GCF_000023065.1,*,WP_012728880.1,3.10E-188
nifE,K02587,GCF_000023065.1,*,WP_012728883.1,5.30E-225
nifN,K02592,GCF_000023065.1,*,WP_012728884.1,7.30E-177
nifH,K02588,GCF_000023225.1,*,WP_015773052.1,2.00E-145
nifD,K02586,GCF_000023225.1,*,WP_015773055.1,3.00E-196
nifK,K02591,GCF_000023225.1,*,WP_015773056.1,1.90E-176
nifE,K02587,GCF_000023225.1,*,WP_015773059.1,2.10E-175
nifN,K02592,GCF_000023225.1,*,WP_015773060.1,7.50E-179
nifB,K02585,GCF_000023225.1,*,WP_015773061.1,4.30E-170
nifB,K02585,GCF_000023445.1,*,WP_012766030.1,2.50E-167
nifN,K02592,GCF_000023445.1,*,WP_012766031.1,7.70E-190
nifE,K02587,GCF_000023445.1,*,WP_015850325.1,2.00E-178
nifB,K02585,GCF_000023445.1,*,WP_015850328.1,9.00E-90
nifK,K02591,GCF_000023445.1,*,WP_015850329.1,5.50E-175
nifD,K02586,GCF_000023445.1,*,WP_015850330.1,4.80E-196
nifH,K02588,GCF_000023445.1,*,WP_015850333.1,1.30E-143
nifH,K02588,GCF_000023545.1,*,WP_012764121.1,3.00E-150
nifD,K02586,GCF_000023545.1,*,WP_012764122.1,3.60E-206
nifK,K02591,GCF_000023545.1,*,WP_012764123.1,5.40E-182
nifE,K02587,GCF_000023545.1,*,WP_012764127.1,5.10E-220
nifN,K02592,GCF_000023545.1,*,WP_012764128.1,8.30E-177
nifB,K02585,GCF_000023545.1,*,WP_012764143.1,1.00E-184
nifH,K02588,GCF_000023545.1,*,WP_015854293.1,6.50E-140
nifD,K02586,GCF_000023545.1,*,WP_015854294.1,1.50E-175
anfG,K00531,GCF_000023545.1,*,WP_015854295.1,2.70E-59
nifK,K02591,GCF_000023545.1,*,WP_015854296.1,3.10E-152
nifH,K02588,GCF_000023985.1,*,WP_015791684.1,1.10E-131
nifB,K02585,GCF_000023985.1,*,WP_048056364.1,3.20E-122
nifH,K02588,GCF_000024185.1,*,WP_012956265.1,6.40E-128
nifB,K02585,GCF_000024185.1,*,WP_012956567.1,2.20E-118
nifH,K02588,GCF_000024205.1,*,WP_015756068.1,1.50E-169
nifH,K02588,GCF_000024205.1,*,WP_015756624.1,1.80E-149
nifD,K02586,GCF_000024205.1,*,WP_015756627.1,1.60E-198
nifK,K02591,GCF_000024205.1,*,WP_015756628.1,2.80E-176
nifE,K02587,GCF_000024205.1,*,WP_042316727.1,1.30E-176
nifB,K02585,GCF_000024205.1,*,WP_087943735.1,5.80E-141
nifN,K02592,GCF_000024205.1,*,WP_242652601.1,1.10E-156
nifH,K02588,GCF_000024625.1,*,WP_015732962.1,5.20E-132
nifH,K02588,GCF_000024625.1,*,WP_015733159.1,1.40E-137
nifD,K02586,GCF_000024625.1,*,WP_015733162.1,3.30E-172
nifK,K02591,GCF_000024625.1,*,WP_015733163.1,2.60E-153
nifB,K02585,GCF_000024625.1,*,WP_015733512.1,1.20E-123
nifB,K02585,GCF_000025125.1,*,WP_012953999.1,7.80E-208
nifH,K02588,GCF_000025125.1,*,WP_012954002.1,9.40E-148
nifD,K02586,GCF_000025125.1,*,WP_012954003.1,1.60E-205
nifK,K02591,GCF_000025125.1,*,WP_012954004.1,2.70E-186
nifE,K02587,GCF_000025125.1,*,WP_012954005.1,1.30E-237
nifN,K02592,GCF_000025125.1,*,WP_041487741.1,1.60E-187
nifH,K02588,GCF_000025225.2,*,WP_012994067.1,4.00E-123
nifE,K02587,GCF_000025485.1,*,WP_012970124.1,1.40E-220
nifN,K02592,GCF_000025485.1,*,WP_012970125.1,8.30E-188
nifK,K02591,GCF_000025485.1,*,WP_012971076.1,1.90E-186
nifD,K02586,GCF_000025485.1,*,WP_012971077.1,3.00E-214
nifH,K02588,GCF_000025485.1,*,WP_012971078.1,8.80E-150
nifB,K02585,GCF_000025485.1,*,WP_043796396.1,6.80E-207
nifB,K02585,GCF_000025605.1,*,WP_012991455.1,1.30E-194
nifH,K02588,GCF_000025605.1,*,WP_012991466.1,1.80E-150
nifD,K02586,GCF_000025605.1,*,WP_012991467.1,3.10E-197
nifE,K02587,GCF_000025605.1,*,WP_012991471.1,2.90E-224
nifN,K02592,GCF_000025605.1,*,WP_012991472.1,2.00E-164
nifB,K02585,GCF_000025705.1,*,WP_013028974.1,1.60E-207
nifH,K02588,GCF_000025705.1,*,WP_013029017.1,5.40E-152
nifD,K02586,GCF_000025705.1,*,WP_013029018.1,6.30E-214
nifK,K02591,GCF_000025705.1,*,WP_013029019.1,2.30E-186
nifE,K02587,GCF_000025705.1,*,WP_013029039.1,2.40E-221
nifN,K02592,GCF_000025705.1,*,WP_013029040.1,8.50E-197
nifH,K02588,GCF_000025725.1,*,WP_013010353.1,4.70E-151
nifD,K02586,GCF_000025725.1,*,WP_013010354.1,6.90E-194
nifK,K02591,GCF_000025725.1,*,WP_013010355.1,3.40E-169
nifE,K02587,GCF_000025725.1,*,WP_013010357.1,8.40E-190
nifN,K02592,GCF_000025725.1,*,WP_013010358.1,3.60E-152
nifB,K02585,GCF_000025725.1,*,WP_013010362.1,9.40E-162
nifB,K02585,GCF_000025865.1,*,WP_013038007.1,4.00E-150
nifB,K02585,GCF_000025905.1,*,WP_013044569.1,3.20E-152
nifN,K02592,GCF_000025905.1,*,WP_013044570.1,3.40E-172
nifE,K02587,GCF_000025905.1,*,WP_013044571.1,9.90E-173
nifK,K02591,GCF_000025905.1,*,WP_013044572.1,1.20E-167
nifD,K02586,GCF_000025905.1,*,WP_013044573.1,2.40E-193
nifH,K02588,GCF_000025905.1,*,WP_013044574.1,4.50E-147
nifH,K02588,GCF_000058485.1,*,WP_009741523.1,7.90E-152
nifN,K02592,GCF_000058485.1,*,WP_011607843.1,2.50E-171
nifE,K02587,GCF_000058485.1,*,WP_011607844.1,1.30E-221
nifK,K02591,GCF_000058485.1,*,WP_011607845.1,5.00E-181
nifD,K02586,GCF_000058485.1,*,WP_011607846.1,8.00E-202
nifB,K02585,GCF_000058485.1,*,WP_041939984.1,1.40E-205
nifN,K02592,GCF_000063445.1,*,WP_012035707.1,8.00E-163
nifK,K02591,GCF_000063445.1,*,WP_012035709.1,2.50E-172
nifD,K02586,GCF_000063445.1,*,WP_012035710.1,4.20E-198
nifH,K02588,GCF_000063445.1,*,WP_012035713.1,6.10E-149
nifH,K02588,GCF_000063445.1,*,WP_048198105.1,2.60E-118
nifE,K02587,GCF_000063445.1,*,WP_048198213.1,1.80E-173
nifB,K02585,GCF_000063445.1,*,WP_173363046.1,9.00E-129
nifH,K02588,GCF_000063585.1,*,WP_011948411.1,1.40E-128
nifE,K02587,GCF_000069785.1,*,WP_012354673.1,5.10E-236
nifN,K02592,GCF_000069785.1,*,WP_012354674.1,2.60E-186
nifH,K02588,GCF_000069785.1,*,WP_012354691.1,6.10E-145
nifK,K02591,GCF_000069785.1,*,WP_012354693.1,1.90E-181
nifD,K02586,GCF_000069785.1,*,WP_025586731.1,8.40E-209
nifB,K02585,GCF_000069785.1,*,WP_232348038.1,2.60E-197
nifH,K02588,GCF_000091665.1,*,WP_010870393.1,1.40E-134
nifB,K02585,GCF_000091665.1,*,WP_010870605.1,2.50E-123
nifH,K02588,GCF_000092205.1,*,WP_013164631.1,3.40E-143
nifD,K02586,GCF_000092205.1,*,WP_013164634.1,4.00E-196
nifK,K02591,GCF_000092205.1,*,WP_013164635.1,1.20E-172
nifE,K02587,GCF_000092205.1,*,WP_013164646.1,4.80E-182
nifN,K02592,GCF_000092205.1,*,WP_013164650.1,1.30E-173
nifB,K02585,GCF_000092205.1,*,WP_013164651.1,7.60E-168
nifK,K02591,GCF_000092245.1,*,WP_013133861.1,1.30E-178
nifD,K02586,GCF_000092245.1,*,WP_013133862.1,1.00E-206
nifH,K02588,GCF_000092245.1,*,WP_013133864.1,2.00E-138
nifN,K02592,GCF_000092245.1,*,WP_013133883.1,6.80E-151
nifE,K02587,GCF_000092245.1,*,WP_013133888.1,3.40E-174
nifB,K02585,GCF_000092245.1,*,WP_013133895.1,1.50E-186
nifK,K02591,GCF_000092305.1,*,WP_013099455.1,6.40E-157
nifD,K02586,GCF_000092305.1,*,WP_013099456.1,1.00E-175
nifH,K02588,GCF_000092305.1,*,WP_013099459.1,3.10E-138
nifH,K02588,GCF_000092305.1,*,WP_013099472.1,3.30E-116
nifB,K02585,GCF_000092305.1,*,WP_013099970.1,7.00E-123
nifB,K02585,GCF_000092405.1,*,WP_013176269.1,2.90E-119
nifK,K02591,GCF_000092405.1,*,WP_013176271.1,2.90E-157
nifD,K02586,GCF_000092405.1,*,WP_013176272.1,6.40E-168
nifH,K02588,GCF_000092405.1,*,WP_013176275.1,9.40E-143
nifE,K02587,GCF_000092885.1,*,WP_013094478.1,5.40E-240
nifN,K02592,GCF_000092885.1,*,WP_013094479.1,4.40E-185
nifB,K02585,GCF_000092885.1,*,WP_013094496.1,4.90E-199
nifH,K02588,GCF_000092885.1,*,WP_013094509.1,6.40E-146
nifD,K02586,GCF_000092885.1,*,WP_013094510.1,1.10E-208
nifK,K02591,GCF_000092885.1,*,WP_013094511.1,3.80E-183
nifH,K02588,GCF_000143685.1,*,WP_013237172.1,3.40E-150
nifD,K02586,GCF_000143685.1,*,WP_013237175.1,6.30E-195
nifK,K02591,GCF_000143685.1,*,WP_013237176.1,1.10E-172
nifH,K02588,GCF_000143685.1,*,WP_013238953.1,3.40E-123
nifH,K02588,GCF_000143685.1,*,WP_013238960.1,2.80E-121
nifK,K02591,GCF_000143685.1,*,WP_013238999.1,1.10E-138
nifH,K02588,GCF_000143685.1,*,WP_013239001.1,1.50E-149
nifB,K02585,GCF_000143685.1,*,WP_013239002.1,1.20E-166
nifB,K02585,GCF_000143685.1,*,WP_023162707.1,2.70E-165
nifN,K02592,GCF_000143685.1,*,WP_023162707.1,5.60E-157
nifE,K02587,GCF_000143685.1,*,WP_029702505.1,2.00E-183
nifB,K02585,GCF_000143965.1,*,WP_013257264.1,3.00E-156
nifN,K02592,GCF_000143965.1,*,WP_013257265.1,9.90E-169
nifE,K02587,GCF_000143965.1,*,WP_013257266.1,2.80E-175
nifB,K02585,GCF_000143965.1,*,WP_013257267.1,1.60E-74
nifK,K02591,GCF_000143965.1,*,WP_013257268.1,6.00E-169
nifD,K02586,GCF_000143965.1,*,WP_013257269.1,2.70E-197
nifH,K02588,GCF_000143965.1,*,WP_013257272.1,7.60E-145
nifB,K02585,GCF_000143985.1,*,WP_013255562.1,2.50E-146
nifN,K02592,GCF_000143985.1,*,WP_013255563.1,4.80E-156
nifE,K02587,GCF_000143985.1,*,WP_013255564.1,8.40E-170
nifK,K02591,GCF_000143985.1,*,WP_013255565.1,1.00E-167
nifD,K02586,GCF_000143985.1,*,WP_013255566.1,1.10E-195
nifH,K02588,GCF_000143985.1,*,WP_013255569.1,1.60E-145
nifH,K02588,GCF_000145275.1,*,WP_010073575.1,2.30E-128
nifB,K02585,GCF_000145275.1,*,WP_010074626.1,3.10E-166
nifN,K02592,GCF_000145275.1,*,WP_010074626.1,1.10E-160
nifE,K02587,GCF_000145275.1,*,WP_010074627.1,6.60E-183
nifK,K02591,GCF_000145275.1,*,WP_010074628.1,1.80E-168
nifD,K02586,GCF_000145275.1,*,WP_010074629.1,5.00E-196
nifH,K02588,GCF_000145275.1,*,WP_010074632.1,1.10E-149
nifH,K02588,GCF_000145295.1,*,WP_013294983.1,3.00E-142
nifD,K02586,GCF_000145295.1,*,WP_013294986.1,5.20E-171
nifK,K02591,GCF_000145295.1,*,WP_013294987.1,6.00E-149
nifE,K02587,GCF_000145295.1,*,WP_013294988.1,1.00E-169
nifB,K02585,GCF_000145295.1,*,WP_013295269.1,4.40E-127
nifH,K02588,GCF_000145295.1,*,WP_013295840.1,1.80E-127
nifH,K02588,GCF_000146505.1,*,WP_014545810.1,1.30E-146
nifB,K02585,GCF_000146505.1,*,WP_014545811.1,5.00E-115
nifH,K02588,GCF_000146505.1,*,WP_014545823.1,2.20E-146
nifB,K02585,GCF_000147055.1,*,WP_013319620.1,7.10E-189
nifN,K02592,GCF_000147055.1,*,WP_013319636.1,8.30E-181
nifE,K02587,GCF_000147055.1,*,WP_013319637.1,2.50E-218
nifK,K02591,GCF_000147055.1,*,WP_013319644.1,7.30E-182
nifD,K02586,GCF_000147055.1,*,WP_013319645.1,2.10E-206
nifH,K02588,GCF_000147055.1,*,WP_013319646.1,2.00E-150
nifB,K02585,GCF_000147335.1,*,WP_013323677.1,1.80E-211
nifH,K02588,GCF_000147335.1,*,WP_013323681.1,1.70E-148
nifD,K02586,GCF_000147335.1,*,WP_013323682.1,1.60E-211
nifK,K02591,GCF_000147335.1,*,WP_013323683.1,9.70E-193
nifE,K02587,GCF_000147335.1,*,WP_013323684.1,2.50E-241
nifN,K02592,GCF_000147335.1,*,WP_013323685.1,1.10E-187
nifN,K02592,GCF_000147875.1,*,WP_013328214.1,6.40E-159
nifK,K02591,GCF_000147875.1,*,WP_013328216.1,9.70E-172
nifD,K02586,GCF_000147875.1,*,WP_013328217.1,7.00E-197
nifH,K02588,GCF_000147875.1,*,WP_013328220.1,2.10E-147
nifB,K02585,GCF_000147875.1,*,WP_013329877.1,3.90E-145
nifH,K02588,GCF_000147875.1,*,WP_013330162.1,1.10E-173
nifH,K02588,GCF_000147875.1,*,WP_013330303.1,2.50E-138
nifE,K02587,GCF_000147875.1,*,WP_225353837.1,2.60E-173
nifB,K02585,GCF_000152145.1,*,WP_006560620.1,2.90E-132
nifH,K02588,GCF_000152145.1,*,WP_006560621.1,1.20E-144
nifK,K02591,GCF_000152145.1,*,WP_044199137.1,5.40E-153
nifN,K02592,GCF_000152145.1,*,WP_044199137.1,1.80E-148
nifD,K02586,GCF_000152145.1,*,WP_044199140.1,3.70E-169
nifE,K02587,GCF_000155555.1,*,WP_006098778.1,1.30E-178
nifD,K02586,GCF_000155555.1,*,WP_006098789.1,1.00E-193
nifB,K02585,GCF_000155555.1,*,WP_006098909.1,2.30E-170
nifN,K02592,GCF_000155555.1,*,WP_006098919.1,1.60E-180
nifK,K02591,GCF_000155555.1,*,WP_006098996.1,5.40E-166
nifH,K02588,GCF_000155555.1,*,WP_006099029.1,8.40E-145
nifH,K02588,GCF_000160055.1,*,WP_007069259.1,5.40E-133
nifH,K02588,GCF_000160695.1,*,WP_006689841.1,7.60E-135
nifH,K02588,GCF_000164905.1,*,WP_012963773.1,5.60E-151
nifE,K02587,GCF_000164905.1,*,WP_012963776.1,9.80E-226
nifN,K02592,GCF_000164905.1,*,WP_012963777.1,1.30E-167
nifB,K02585,GCF_000164905.1,*,WP_232500408.1,9.20E-175
nifB,K02585,GCF_000165505.1,*,WP_013387849.1,9.30E-178
nifN,K02592,GCF_000165505.1,*,WP_013387851.1,1.60E-170
nifE,K02587,GCF_000165505.1,*,WP_013387852.1,1.20E-180
nifK,K02591,GCF_000165505.1,*,WP_013387853.1,1.50E-176
nifD,K02586,GCF_000165505.1,*,WP_013387854.1,4.50E-196
nifH,K02588,GCF_000165505.1,*,WP_013387857.1,4.90E-145
nifH,K02588,GCF_000165735.1,*,WP_006940760.1,5.50E-117
nifH,K02588,GCF_000165735.1,*,WP_040773102.1,3.60E-119
nifB,K02585,GCF_000165735.1,*,WP_040773380.1,1.60E-131
nifN,K02592,GCF_000166055.1,*,WP_013418192.1,8.20E-168
nifE,K02587,GCF_000166055.1,*,WP_013418193.1,2.10E-195
vnfG,K22898,GCF_000166055.1,*,WP_013418201.1,1.20E-53
nifK,K02591,GCF_000166055.1,*,WP_013418202.1,5.10E-141
nifH,K02588,GCF_000166055.1,*,WP_013419575.1,4.80E-146
nifD,K02586,GCF_000166055.1,*,WP_013419576.1,9.90E-215
nifK,K02591,GCF_000166055.1,*,WP_013419577.1,9.40E-193
nifE,K02587,GCF_000166055.1,*,WP_013419578.1,5.50E-254
nifN,K02592,GCF_000166055.1,*,WP_013419579.1,6.60E-200
nifK,K02591,GCF_000166055.1,*,WP_013420903.1,4.70E-153
anfG,K00531,GCF_000166055.1,*,WP_013420904.1,6.00E-60
nifD,K02586,GCF_000166055.1,*,WP_013420905.1,1.50E-177
nifH,K02588,GCF_000166055.1,*,WP_013420906.1,1.80E-139
nifB,K02585,GCF_000166055.1,*,WP_013420982.1,1.20E-216
nifH,K02588,GCF_000166055.1,*,WP_013421092.1,5.90E-128
nifB,K02585,GCF_000166055.1,*,WP_013421119.1,4.40E-121
nifH,K02588,GCF_000166055.1,*,WP_013421120.1,4.00E-134
nifH,K02588,GCF_000166095.1,*,WP_013413460.1,8.50E-133
nifB,K02585,GCF_000166095.1,*,WP_013414246.1,2.00E-123
nifB,K02585,GCF_000166355.1,*,WP_013403991.1,5.70E-114
nifK,K02591,GCF_000166355.1,*,WP_013403993.1,8.00E-154
nifD,K02586,GCF_000166355.1,*,WP_013403994.1,5.20E-190
nifH,K02588,GCF_000166355.1,*,WP_013403997.1,1.50E-149
nifB,K02585,GCF_000166695.1,*,WP_013433014.1,4.10E-113
nifK,K02591,GCF_000166695.1,*,WP_013433016.1,8.50E-155
nifD,K02586,GCF_000166695.1,*,WP_013433017.1,1.80E-189
nifH,K02588,GCF_000166695.1,*,WP_013433018.1,1.20E-149
nifB,K02585,GCF_000166775.1,*,WP_013431032.1,2.60E-112
nifK,K02591,GCF_000166775.1,*,WP_013431034.1,7.70E-155
nifD,K02586,GCF_000166775.1,*,WP_013431035.1,1.50E-188
nifH,K02588,GCF_000166775.1,*,WP_013431038.1,5.40E-149
nifH,K02588,GCF_000168715.1,*,WP_006365172.1,1.10E-149
nifD,K02586,GCF_000168715.1,*,WP_006365175.1,1.30E-198
nifK,K02591,GCF_000168715.1,*,WP_006365176.1,4.40E-172
nifE,K02587,GCF_000168715.1,*,WP_006365177.1,2.40E-178
nifN,K02592,GCF_000168715.1,*,WP_006365178.1,5.80E-178
nifB,K02585,GCF_000168715.1,*,WP_006365179.1,2.80E-166
nifH,K02588,GCF_000169235.1,*,WP_005332179.1,1.70E-118
nifH,K02588,GCF_000169235.1,*,WP_005332969.1,2.10E-116
nifH,K02588,GCF_000169235.1,*,WP_040015488.1,6.90E-125
nifB,K02585,GCF_000169335.1,*,WP_008274037.1,1.60E-206
nifH,K02588,GCF_000169335.1,*,WP_008274042.1,2.10E-149
nifD,K02586,GCF_000169335.1,*,WP_008274043.1,2.80E-209
nifK,K02591,GCF_000169335.1,*,WP_008274045.1,7.60E-186
nifE,K02587,GCF_000169335.1,*,WP_008274047.1,2.00E-239
nifN,K02592,GCF_000169335.1,*,WP_008274049.1,6.90E-191
nifB,K02585,GCF_000171235.2,*,WP_043581896.1,9.60E-156
nifK,K02591,GCF_000171235.2,*,WP_043581908.1,5.50E-167
nifH,K02588,GCF_000171235.2,*,WP_043581909.1,4.70E-144
nifK,K02591,GCF_000171235.2,*,WP_043589561.1,1.50E-150
anfG,K00531,GCF_000171235.2,*,WP_043589562.1,3.30E-59
nifD,K02586,GCF_000171235.2,*,WP_043589563.1,6.50E-177
nifH,K02588,GCF_000171235.2,*,WP_043589594.1,3.80E-143
nifN,K02592,GCF_000171235.2,*,WP_052360782.1,1.70E-173
nifD,K02586,GCF_000171235.2,*,WP_081721723.1,1.70E-192
nifE,K02587,GCF_000171235.2,*,WP_232766449.1,4.30E-175
nifB,K02585,GCF_000174415.1,*,WP_008518837.1,1.20E-171
nifN,K02592,GCF_000174415.1,*,WP_008518839.1,6.30E-165
nifE,K02587,GCF_000174415.1,*,WP_008518840.1,1.90E-176
nifK,K02591,GCF_000174415.1,*,WP_008518843.1,1.20E-177
nifD,K02586,GCF_000174415.1,*,WP_008518845.1,6.60E-200
nifH,K02588,GCF_000174415.1,*,WP_008518850.1,2.10E-151
nifH,K02588,GCF_000174435.1,*,WP_008868625.1,1.90E-144
nifD,K02586,GCF_000174435.1,*,WP_008868628.1,1.40E-201
nifK,K02591,GCF_000174435.1,*,WP_008868629.1,4.20E-169
nifE,K02587,GCF_000174435.1,*,WP_008868630.1,1.00E-176
nifN,K02592,GCF_000174435.1,*,WP_008868631.1,8.90E-171
nifB,K02585,GCF_000174435.1,*,WP_008868632.1,1.00E-163
nifH,K02588,GCF_000175795.2,*,WP_004621676.1,1.30E-148
nifD,K02586,GCF_000175795.2,*,WP_004621682.1,4.20E-193
nifK,K02591,GCF_000175795.2,*,WP_004621684.1,1.20E-167
nifE,K02587,GCF_000175795.2,*,WP_004621685.1,4.10E-185
nifB,K02585,GCF_000175795.2,*,WP_004621687.1,1.40E-161
nifN,K02592,GCF_000175795.2,*,WP_004621687.1,4.00E-153
nifN,K02592,GCF_000176035.2,*,WP_013533487.1,3.70E-191
nifE,K02587,GCF_000176035.2,*,WP_013533488.1,6.20E-237
nifK,K02591,GCF_000176035.2,*,WP_013533489.1,1.60E-189
nifD,K02586,GCF_000176035.2,*,WP_013533490.1,6.00E-210
nifH,K02588,GCF_000176035.2,*,WP_013533491.1,3.60E-145
nifB,K02585,GCF_000176035.2,*,WP_013533511.1,2.60E-200
nifH,K02588,GCF_000176915.2,*,WP_013513968.1,2.90E-142
nifD,K02586,GCF_000176915.2,*,WP_013513971.1,7.60E-192
nifK,K02591,GCF_000176915.2,*,WP_013513972.1,2.60E-171
nifB,K02585,GCF_000176915.2,*,WP_013513973.1,6.20E-95
nifE,K02587,GCF_000176915.2,*,WP_013513975.1,2.00E-177
nifN,K02592,GCF_000176915.2,*,WP_013513976.1,2.70E-190
nifB,K02585,GCF_000176915.2,*,WP_013513977.1,3.90E-166
nifK,K02591,GCF_000177215.2,*,WP_009179927.1,4.50E-164
nifD,K02586,GCF_000177215.2,*,WP_009179928.1,8.90E-194
nifH,K02588,GCF_000177215.2,*,WP_009179931.1,6.20E-148
nifB,K02585,GCF_000177215.2,*,WP_009182746.1,4.50E-166
nifN,K02592,GCF_000177215.2,*,WP_009182747.1,2.80E-181
nifE,K02587,GCF_000177215.2,*,WP_009182748.1,6.60E-176
nifE,K02587,GCF_000177635.2,*,WP_013504907.1,8.70E-193
nifN,K02592,GCF_000177635.2,*,WP_013504908.1,5.30E-150
nifH,K02588,GCF_000177635.2,*,WP_013505323.1,2.50E-151
nifD,K02586,GCF_000177635.2,*,WP_013505324.1,5.80E-197
nifB,K02585,GCF_000177635.2,*,WP_013506676.1,4.20E-144
nifK,K02591,GCF_000177635.2,*,WP_041726462.1,1.10E-136
nifB,K02585,GCF_000178815.2,*,WP_004448252.1,8.20E-217
nifH,K02588,GCF_000178815.2,*,WP_004448271.1,2.20E-145
nifD,K02586,GCF_000178815.2,*,WP_004448274.1,1.20E-216
nifK,K02591,GCF_000178815.2,*,WP_004448275.1,2.10E-189
nifE,K02587,GCF_000178815.2,*,WP_004448276.1,1.00E-262
nifN,K02592,GCF_000178815.2,*,WP_004448277.1,3.40E-200
nifH,K02588,GCF_000178835.2,*,WP_013655415.1,4.10E-130
nifH,K02588,GCF_000178835.2,*,WP_013655494.1,4.10E-147
nifD,K02586,GCF_000178835.2,*,WP_013655497.1,4.80E-188
nifK,K02591,GCF_000178835.2,*,WP_013655498.1,7.40E-168
nifB,K02585,GCF_000178835.2,*,WP_013655500.1,3.20E-167
nifN,K02592,GCF_000178835.2,*,WP_013655500.1,7.60E-155
nifE,K02587,GCF_000178835.2,*,WP_041713249.1,3.00E-178
nifH,K02588,GCF_000179555.1,*,WP_005991910.1,3.50E-148
nifD,K02586,GCF_000179555.1,*,WP_005991915.1,1.60E-195
nifK,K02591,GCF_000179555.1,*,WP_005991916.1,5.80E-165
nifB,K02585,GCF_000179555.1,*,WP_005993865.1,3.80E-168
nifN,K02592,GCF_000179555.1,*,WP_005993866.1,1.80E-179
nifE,K02587,GCF_000179555.1,*,WP_005993868.1,4.40E-175
